날짜-시간,이벤트유형,장비/상세,원본메시지
2025-12-05-10-39,OPEN,,M16A FD 점검 완료 되어 OPEN 하겠습니다.
2025-12-05-10-39,OPEN,,{{@최지호::248894}} OPEN 되면 인폼 남겨주세요
2025-12-05-10-42,OPEN,6ABL0121,6ABL0121 0122 Open 했습니다
2025-12-05-17-12,OPEN,6ABL6011,"6ABL6011-2, 6ABL6021-22 3층 Input Port 막고 VHL 정체 풀리면 Open하겠습니다."
2025-12-08-08-59,ERROR,4ABLD122 Error 발생하여 -> CLOSE,4ABLD122호기 Error 발생하여 4F/7F AI Close 하겠습니다.
2025-12-08-10-26,ERROR,4ABLD122 -> OPEN,4ABLD122호기  Error 조치되어 4F/7F AI Open 했습니다.
2025-12-09-09-02,ERROR,4ABLD122 Error 발생하여 -> CLOSE,4ABLD122호기 Error 발생하여 4F/7F AI Close 하겠습니다.
2025-12-09-10-19,ERROR,4ABLD122 -> OPEN,4ABLD122호기  Error 조치되어 4F/7F AI Open 했습니다.
2025-12-10-01-08,ERROR,4AFC3301,M16-->M14 ERROR 발생  4AFC3301 CONV FOUP 밀리는 현상 발생으로  A_IN80 ~ 89 차단 했습니다.
2025-12-10-01-15,ERROR,4AFC3301 -> OPEN,4AFC3301 ERROR 처리 완료 되어  A_IN80 ~ 89 OPEN 했습니다.
2025-12-10-08-08,ERROR,4AFC3301 Error 발생하여,4AFC3301 Conv Error 발생하여 M16->M14A방향 4AFC3301A_IN80~89 Port 차단하겠습니다.
2025-12-10-08-12,ERROR,4AFC3301 Error 발생하여,"4AFC3301 Conv Error 발생하여 M16->M14A방향 4AFC3301A_IN80~89 Port 차단하겠습니다. (양영석,이천AMHS운영/TL,2025-12-10 08:08:51) ┖ Error 조치되어 Port open하겠습니다."
2025-12-10-09-04,ERROR,4ABLD132 Error 발생하여 -> CLOSE,안녕하세요 4ABLD132호기 Error 발생하여 4F/7F AI Close 하겠습니다.
2025-12-10-10-49,OPEN,4ABLD132,4ABLD132호기 조치 완료되어 AI Open 하겠습니다.
2025-12-11-08-52,ERROR,4ABLD121 Error 발생하여 -> CLOSE,안녕하세요 4ABLD121호기 Error 발생하여 4F/7F AI Close 하겠습니다.
2025-12-11-09-49,CLOSE,6ABL6031,"M16A ZT 3호기(6ABL6031, 6ABL6032 ) FD 점검 관련 3F, 6F AI Close 했습니다."
2025-12-11-10-08,OPEN,4ABLD121,4ABLD121호기 조치 완료 되어 4F/7F AI Open 하겠습니다.
2025-12-13-13-35,OPEN,,M16 HUB쪽 VHL 몰림 현상으로 인해서 ZT AI IN Port Open/Clsoe 실시하겠습니다.
2025-12-14-00-13,ERROR,4AFC3201,4AFC3201 ERROR 발생 CONV FOUP 밀리는 상항이라  M16→M14 A_IN80 ~ 90 차단했습니다.
2025-12-14-00-27,ERROR,4AFC3201 -> OPEN,4AFC3201 ERROR 처리 되어서  M16→M14 A_IN80 ~ 90 OPEN 했습니다.
2025-12-15-08-57,ERROR,6ABL6011 Error 발생으로 -> CLOSE,6ABL6011 Error 발생으로 AI Close 했습니다.
2025-12-15-09-07,ERROR,6ABL6011 -> OPEN,6ABL6011 Error Clear로 AI Open 했습니다.
2025-12-15-15-41,ERROR,4AFC3201 Error 발생,4AFC3201 A_OUT 85 FOUP 정위치 Error 발생 관련 조치 이후 Open 하였습니다.
2025-12-15-21-58,ERROR,6ABL0112 Error 발생으로 -> CLOSE,M16A 6ABL0112 Error 발생으로 AI Close 했습니다.
2025-12-15-22-29,ERROR,-> OPEN,ㄴ Error Clear 후 AI Open 했습니다.
2025-12-17-08-52,CLOSE,4ABLD131,"안녕하세요 4ABLD131 하부 Pulley 교체 및 Timing Belt 교체 작업관련 4F,7F AI CLOSE 하겠습니다."
2025-12-18-10-35,OPEN,4ABLD131,"4ABLD131 호기 하부 Pulley 교체 및 Timing Belt 교체 작업 완료 후 4F, 7F AI Open 했습니다."
2025-12-20-08-11,ERROR,6ABL6011 Error 발생으로,6ABL6011 Error 발생으로 AI Port 차단하였습니다
2025-12-20-10-04,ERROR,6ABL6011 -> OPEN,6ABL6011 Error 처리 후 AI port open 했습니다
2025-12-22-02-05,ERROR,6ABL6032 Error 발생으로,M16A 6ABL6032 Error 발생으로 AI Banned T 변경했습니다.
2025-12-22-02-15,ERROR,-> OPEN,Error Port 제외 Open 했습니다.
2025-12-22-02-20,ERROR,-> OPEN,Error Port AI613도 Open 했습니다.
2025-12-22-02-31,ERROR,4AFC3201 Error 발생으로,4AFC3201 Error 발생으로 A_in86~90 Port 차단 햇습니다.
2025-12-22-02-45,ERROR,4AFC3201 -> OPEN,4AFC3201 Error 처리되어 A_in86~90 Port 오픈 했습니다.
2025-12-22-09-00,CLOSE,4ABLD111,안녕하세요. 4ABLD111호기 작업 진행으로 4F/7F AI Port Close 하겠습니다.
2025-12-22-21-47,CLOSE,6ABL6032,6ABL6032(3-2)호기 Err 발생으로 AI Close 했습니다.
2025-12-22-22-07,OPEN,6ABL6032,6ABL6032(3-2)호기 Err Clear 후 Open 했습니다.
2025-12-23-09-55,OPEN,4ABLD111,안녕하세요. 4ABLD111호기 작업 완료되어 4F/7F AI Port Open 하였습니다.
2025-12-25-14-14,ERROR,,M16 ↔ M14 OHT Error 및 반송 정체 없었습니다.
2025-12-26-02-33,CLOSE,6ABL0121,6ABL0121(5-1)호기 Err 발생으로 AI Close 했습니다.
2025-12-26-03-21,OPEN,6ABL0121,6ABL0121(5-1)호기 조치완료되어 OPEN 했습니다.
2025-12-27-14-36,ERROR,,{{@허미은::17237}} M14B는 리프터 Error나 특이사항 없습니다. 참고하시기 바랍니다.
2025-12-29-13-10,ERROR,4AFC3201 Error 발생으로,4AFC3201 Error 발생으로 A_in86~90 차단 했습니다.(50%)
2025-12-29-13-55,OPEN,,A_in86~90 오픈 했습니다.
2025-12-29-14-44,ERROR,4AFC3201 Error발생,"4AFC3201 Conveyor Error발생 원인은 풉 바닦 깨진풉 입고로 발생 되었으며 풉은 제거 하였으나 TCM 연결불가 현상 발생중. M14A -> M16 방향 차단, M16->M14A 방향은 정상 가동중"
2025-12-29-15-09,ERROR,4AFC3201 -> OPEN,4AFC3201 Conveyor Error 클리어 되어 M14 -> M16 방향 오픈 했습니다.
2025-12-31-00-16,ERROR,6ABL6032 -> CLOSE,"6ABL6032 Error로 3F, 6F AI Close 했습니다."
2025-12-31-00-38,OPEN,6ABL6032,"6ABL6032 3F, 6F AI Open 했습니다."
2025-12-31-20-27,ERROR,6ABL0121 -> CLOSE,"M16A ZT 6ABL0121 Error 로 2F, 3F, 6F Close 되었습니다."
2025-12-31-21-18,ERROR,6ABL0121 -> OPEN,"6ABL0121 Error Clear 되어 2F, 3F, 6F Open 했습니다."
2026-01-01-03-13,OPEN,6ABL6032,6ABL6032 AO323 Test 결과 특이사항 없어 Open 했습니다.
2026-01-01-02-59,CLOSE,6ABL6032,"6ABL6032 Err 발생으로 3F, 6F AI Close 했습니다."
2026-01-01-03-16,OPEN,6ABL6032,"6ABL6032 3F, 6F AI Open 했습니다."
2026-01-03-09-35,ERROR,4ABLD121 Error 발생하여 -> CLOSE,안녕하세요 4ABLD121호기 Error 발생하여 4F/7F AI Close 하겠습니다.
2026-01-03-10-43,ERROR,4ABLD121 -> OPEN,4ABLD121호기 Error 조치 후 AI Open했습니다.
2026-01-05-01-55,ERROR,6ABL0121 Error 발생으로 -> CLOSE,안녕하세요 M16A 6ABL0121 Error 발생으로 AI Close 했습니다.
2026-01-05-02-17,ERROR,6ABL0121 -> OPEN,안녕하세요 M16A 6ABL0121 Error 조치완료하여 AI Open 했습니다.
2026-01-05-04-25,OPEN,4AFC3301,4AFC3301 A_IN85~89 Open 진행하였습니다.
2026-01-05-04-50,ERROR,4AFC3301 -> OPEN,4AFC3301 ERROR 처리되어 A_IN85~89 Open 진행하였습니다.
2026-01-05-09-00,ERROR,4AFC3301,안녕하세요 Port Disable 관련 작업 진행 예정입니다. □ 4AFC3301_Zone 20227 통신 에러 관련 LD 교체 작업 ( 09:30 ~ 10:30 ) Down 범위 : 4AFC3301(북측)_IN 85~89
2026-01-05-09-53,ERROR,4ABLD131 Error 발생하여 -> CLOSE,4ABLD131호기 Error 발생하여 AI Close 하겠습니다.
2026-01-05-10-15,ERROR,4AFC3301,"안녕하세요 Port Disable 관련 작업 진행 예정입니다. □ 4AFC3301_Zone 20227 통신 에러 관련 LD 교체 작업 ( 09:30 ~ 10:30 ) Down 범위 : 4AFC3301(북측)_IN 85~89    (이주성,이천AMHS운영/TL,2026-01-05 09:00:38) ┖ 작업 지연되어 11시까지 진행예정입니다"
2026-01-05-11-03,OPEN,4ABLD131,4ABLD131호기 조치 완료되어 AI Open 하겠습니다.
2026-01-05-11-16,ERROR,4AFC3301 -> OPEN,"안녕하세요 Port Disable 관련 작업 진행 예정입니다. □ 4AFC3301_Zone 20227 통신 에러 관련 LD 교체 작업 ( 09:30 ~ 10:30 ) Down 범위 : 4AFC3301(북측)_IN 85~89    (이주성,이천AMHS운영/TL,2026-01-05 09:00:38) ┖ 작업 완료되어 A_IN 85~87 OPEN 실시하였습니다."
2026-01-05-15-19,CLOSE,4ALBD131,4ALBD131호기 7F AI Close 하였습니다.
2026-01-05-17-21,ERROR,Error 발생,물량이 많아15시 부터 M14B ZT FULL 발생 하여 PIO Error 발생 하여 터진 사항입니다.
2026-01-05-17-33,ERROR,,PIO Error 현황 입니다.
2026-01-06-01-35,ERROR,6ABL6032 Error 발생으로 -> CLOSE,M16A 6ABL6032 Error 발생으로 AI Close 했습니다
2026-01-06-03-33,ERROR,6ABL6032 -> OPEN,M16A 6ABL6032 Error Clear 후 AI PORT OPEN 하였습니다
2026-01-06-08-53,CLOSE,4ABLD122,4ABLD122호기 작업위해 AI Close 하겠습니다.
2026-01-06-09-18,ERROR,,"{{@진호섭::9749}} M16A ZT3-2호기 RM UPPER ARM Disable 상태로 1 fork로 기동중인 상태입니다. ERROR  발생 관련...우선  ZT3-2호기만 3F,6F INPUT CAPA 50% DOWN 하고 브릿지 상황 봐서 1시간 정도 DOWN후 작업 진행 하겠습니다. 작업전에 사전 인폼 드리겠습니다."
2026-01-07-00-46,ERROR,4ABLD112 -> CLOSE,"안녕하세요 4ABLD112 ERROR 발생으로 4F,7F AI CLOSE 하겠습니다."
2026-01-07-01-43,ERROR,4ABLD121 -> OPEN,"4ABLD121 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2026-01-07-13-08,ERROR,4ABL3304,안녕하세요 4ABL3304 MI103 단순에러로 조치 완료후 정상 가동중입니다.
2026-01-08-09-16,ERROR,4ABLD121 Error 발생하여 -> CLOSE,4ABLD121호기 Error 발생하여 AI Close 하겠습니다.
2026-01-08-09-59,ERROR,4ABLD121 -> OPEN,"4ABLD121 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2026-01-08-22-44,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 Error 발생으로 4,7F AI Close 했습니다."
2026-01-08-23-11,ERROR,4ABLD132 -> OPEN,"4ABLD132호기 Error 조치 완료되어 4F/7F AI Port Open 하였습니다. -. AI75 : AO(OP)측 CONV 구동 불가로 Down. -> AI43, AI47, AI77 3개 Port 정상 운행 中."
2026-01-09-08-39,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 호기 Error 발생으로 4F, 7F AI Port Close 했습니다."
2026-01-09-09-49,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 Error 조치 완료되어 4F, 7F AI Open 했습니다."
2026-01-09-10-05,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 호기 Error 발생으로 4F, 7F AI PORT Close 했습니다."
2026-01-09-10-32,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2026-01-09-17-20,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 호기 Error 발생으로 4F, 7F AI Port Close 했습니다."
2026-01-09-17-27,ERROR,4ABLD132 -> OPEN,"4ABLD132 호기 Error 조치 완료되어 4F, 7F AI Open 하겠습니다."
2026-01-10-10-32,ERROR,4ABLD121 -> CLOSE,"4ABLD121 ERROR 발생으로 4F,7F AI CLOSE 했습니다."
2026-01-10-11-21,OPEN,4ABLD121,"4ABLD121호기 하단 Port(AI77, AI47) 제외 4F/7F AI Open 하였습니다."
2026-01-10-14-51,CLOSE,4ABLD121,4ABLD121호기 RM Fork Timeing Belt 끊어짐 관련 Timeing Belt 교체작업으로 인해 4F/7F AI Close 했습니다. 작업 소요시간 : 1시간에서 1시간 30분 정도 소요. 4ABLD122호기 승강 속도 30%로 Auto Up 하였고 4ABLD121호기 작업 완료 되면 다시 Disable 진행 예정입니다.
2026-01-10-16-43,OPEN,4ABLD121,"4ABLD121호기 교체 작업 완료되어 4,7F AI Open 했습니다. 4ABLD122호기는 다시 Disable 진행하겠습니다."
2026-01-11-11-02,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132 호기 Error 발생으로 4F, 7F AI Close 했습니다"
2026-01-11-11-48,ERROR,6ABL0121 Error 발생으로 -> CLOSE,안녕하세요. M16A 6ABL0121 Error 발생으로 AI Close 했습니다
2026-01-11-11-51,ERROR,4ABLD132 -> OPEN,"4ABLD132 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2026-01-11-12-09,ERROR,6ABL0121 -> OPEN,M16A 6ABL0121 Error 조치 후 AI Open 했습니다.
2026-01-12-09-44,CLOSE,4ABLD122,"4ABLD122 호기 Plate 교체 작업 관련 4F, 7F AI Close 실시했습니다."
2026-01-12-13-10,ERROR,6ABL6032,안녕하세요 M16A 6ABL6032 AI613 지속 ERROR 발생으로 해당 PORT만 차단 하였습니다.
2026-01-12-16-23,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"4ABLD111 호기 Error 발생으로 4F, 7F AI Close 했습니다"
2026-01-12-16-30,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 ERROR 조치 완료되어 4F,7F AI OPEN 했습니다."
2026-01-13-11-01,OPEN,4AFC3201,"4AFC3201 Exit Alarm 관련 LD 교체 예정입니다. (10:00~11:00) 남측 M14->M16 방향 50%로 운영예정입니다. -Down 범위 : 4AFC3201(남측)_IN41~44  , IN 51~54  , IN 61~64 , IN 71~74 (이응빈,이천AMHS운영/TL,2026-01-13 09:57:30) ┖ 작업 완료되어 Port Open 하였습니다."
2026-01-13-15-34,OPEN,4ABLD122,"4ABLD122호기 작업 완료 되어 3F, 7F AI Open 하겠습니다."
2026-01-13-16-35,ERROR,Error발생으로,Bridge OHT Error발생으로 정체발생중입니다
2026-01-13-16-39,ERROR,Error발생으로,"Bridge OHT Error발생으로 정체발생중입니다 (최홍영,이천AMHS운영/TL,2026-01-13 16:35:44) ┖ Error Clear 되었습니다."
2026-01-18-07-21,CLOSE,6ABL0121,안녕하세요 M16A ZT 5-1호기(6ABL0121) Door 마그네틱 센서 단순 점검으로 Auto IN Close 했습니다.
2026-01-18-07-43,OPEN,,작업 완료되어 Auto IN Open했습니다.
2026-01-18-09-54,ERROR,6ABL0121 Error 발생으로 -> CLOSE,M16A ZT 5-1호기(6ABL0121) Error 발생으로 A_IN Close 했습니다.
2026-01-18-10-09,OPEN,,open했습니다.
2026-01-19-23-14,CLOSE,6ABL6012,6ABL6012(1-2)호기 AI623 Err 발생으로 Close 하겠습니다.
2026-01-20-22-50,OPEN,6ABL6012,6ABL6012 M16A ZT 1-2호기 AI623 Open 했습니다.
2026-01-21-11-02,ERROR,4AFC3201,"2025/01/22(목) 10:00~11:00 작업 공지 드립니다. □ 4AFC3201_Zone 60511 Communication ERROR 조치 위한 LD 교체 작업 ( 10:00 ~ 11:00 ) Down 범위 : TCM 605 , 4AFC3201(남측)_IN 80~90 , IN41~44, IN31~38, IN11~24 4AFC3301 북측 정상 운영되며, 4AFC3201 남측 M16→M14A 방향은 해당 시간 동안 일시 중지 됩니다. 업무 참조 부탁합니다."
2026-01-21-16-50,ERROR,4AFC3201 Error 발생으로,안녕하세요 4AFC3201 Error 발생으로 조치중입니다. 남측 M14A -> M16 50%로 운영 중입니다.
2026-01-21-17-48,ERROR,4AFC3201,4AFC3201 Error 조치 17:35부로 완료되어 남측 M14A->M16 100%로 운영중입니다.
2026-01-21-21-29,ERROR,4AFC3201,4AFC3201 TCM712 Communication Error관련 Cable 교체 작업 예정입니다. -4AFC3201 M14A->M16 50%로 운영 -작업시간 : 1시간 소요 예정
2026-01-21-22-20,ERROR,4AFC3201,"4AFC3201 TCM712 Communication Error관련 Cable 교체 작업 예정입니다. -4AFC3201 M14A->M16 50%로 운영 -작업시간 : 1시간 소요 예정 (이응빈,이천AMHS운영/TL,2026-01-21 21:29:39) ┖ 작업 완료되어 M14A->M16 100%로 운영중입니다."
2026-01-22-09-57,ERROR,4AFC3201,2025/01/22(목) 10:00~11:00 작업 관련 A_in 80~90 차단 하겠습니다. □ 4AFC3201_Zone 60511 Communication ERROR 조치 위한 LD 교체 작업 ( 10:00 ~ 11:00 )
2026-01-22-10-24,ERROR,4AFC3201 Error 발생되어,4AFC3201 Error 발생되어 A_in86~90 차단했습니다.
2026-01-22-10-34,ERROR,,Error처리되어 A_in86~90 Auto로 변경했습니다.
2026-01-27-14-54,ERROR,,안녕하세요 오전에 HUB쪽 ERROR있었나요 ?
2026-01-28-17-21,ERROR,,안녕하세요 HUB 물류 M14->M16으로 물류 지연시간 늘고 있는데요   ERROR있나요 ?
2026-01-30-19-21,ERROR,4ABLD111 Error 발생으로 -> CLOSE,안녕하세요 4ABLD111호기 4F Error 발생으로 인하여 AI Close 진행하겠습니다.
2026-01-30-19-36,ERROR,4ABLD111 -> OPEN,4ABLD111호기 4F Error 조치되어 AI Open 하였습니다.
2026-01-31-20-00,ERROR,Error 발생하여,Bridge OHT Error 발생하여 정체 발생 중입니다.
2026-01-31-20-10,CLOSE,,"안녕하세요, Hub Room Lifter 전호기 AI 7F Close 했습니다."
2026-01-31-20-12,ERROR,Error 발생하여,"Bridge OHT Error 발생하여 정체 발생 중입니다.  (서민혁,이천AMHS운영/TL,2026-01-31 20:00:07) ┖ Error Clear 되었습니다."
2026-01-31-20-14,OPEN,4ALBD112,4ALBD112호기 7F Open 하였습니다.
2026-01-31-20-14,OPEN,4ALBD132,4ALBD132호기 7F Open 하였습니다.
2026-01-31-20-15,OPEN,4ALBD111,4ALBD111호기 7F Open 하였습니다.
2026-01-31-20-16,OPEN,4ALBD122,4ALBD122호기 7F Open 하였습니다.
2026-01-31-20-17,OPEN,4ABLD121,"4ABLD121호기, 4ABLD131호기 7F Open 하였습니다."
2026-02-03-23-24,ERROR,6ABL6032 Error 발생으로 -> CLOSE,6ABL6032 Error 발생으로 AI Close했습니다.
2026-02-03-23-54,OPEN,,Err 처리되어 Port Open 했습니다.
2026-02-04-03-11,ERROR,6ABL6032 Error 발생으로 -> CLOSE,6ABL6032 Error 발생으로 AI Close했습니다.
2026-02-04-04-09,OPEN,,Open했습니다.
2026-02-04-10-40,ERROR,6ABL6032 Error 발생하여,M16A 6ABL6032 호기 Error 발생하여 조치 중입니다. 참고부탁드립니다.
2026-02-04-10-46,ERROR,6ABL6032,6ABL6032 호기 Error 조치완료하여 Auto up 하였습니다
2026-02-04-11-26,OPEN,,"M16A ZT 4,5호기 6F Conv Open진행했습니다."
2026-02-04-12-25,ERROR,,M16A ZT 3-2호기 ERROR 발생 하여 AI 차단 진행  하겠습니다
2026-02-04-13-16,ERROR,-> OPEN,Error clear 후 AI Open 했습니다.
2026-02-04-13-21,CLOSE,,"M16A ZT6호기 작업 관련하여 ZT 4,5호기 6F Conv Close진행하겠습니다."
2026-02-04-16-18,OPEN,,"M16A ZT6호기 6F 금일 오후 작업 완료하여 ZT 4,5호기 6F Conv Open 진행하였습니다."
2026-02-05-11-07,OPEN,,M16A ZT 6호기 6F 작업 완료하여 Upper port Open 완료했습니다.
2026-02-05-16-06,OPEN,,ZT 6호기 관련 6F 작업 완료되어 6F Upper Port Open 완료했습니다.
2026-02-08-22-34,ERROR,Error 발생,M16 Bridge 內 MLUD 사용 中 작업자 MISS로 인한 Error 발생 시 물류 TP님들이 임의로 설비 Alarm Reset 하는 경우가 빈번히 발생하고 있습니다. 안전 상의 문제로 장비 주체측에서 Alarm Clear 하지 않는 이상 임의로 Alarm Clear 하지말아달라고 인폼 부탁드립니다.
2026-02-10-09-01,ERROR,,HUB ERROR있나요 ?
2026-02-11-00-46,OPEN,,"IN71~74, 61~64, 51~54, 41~44 오픈했습니다."
2026-02-11-10-57,ERROR,,안녕하세요 HUB ERROR 있나요 ?
2026-02-11-10-58,ERROR,,"안녕하세요 HUB ERROR 있나요 ? (정민희,이천FAB제조1/TL,2026-02-11 10:57:45) ┖ OHT운영 특이사항 없습니다."
2026-02-11-13-43,ERROR,4ABLD112 Error발생하여 -> CLOSE,"안녕하세요 4ABLD112호기 Error발생하여 4F, 7F AI Close하겠습니다"
2026-02-11-13-31,ERROR,4ABLD112 -> OPEN,4ABLD112호기 Error 조치 완료되어 4F/7F AI Port Open 하였습니다.
2026-02-12-10-40,OPEN,4AFC3301,"안녕하세요. 4AFC3301 장비 긴급 작업으로인해 4AFC3301_IN85~89 Down 진행 하겠습니다. 마무리후 인폼 드리겠습니다. (유지수,이천AMHS운영/TL,2026-02-12 10:16:56) ┖ 작업 마무리되어 OPEN하였습니다."
2026-02-12-11-32,ERROR,,"ERROR 재발하여 추가 작업 진행 예정입니다. 작업 시간은 20분 정도 소요 될 예정이며, M16->M14A 방향 INPUT 전체 차단 예정입니다. 작업 시작 전 인폼 드리겠습니다."
2026-02-12-11-24,OPEN,,조치 완료되어 open 하였습니다.
2026-02-12-15-00,ERROR,4AFC3201 Error 발생하여,4AFC3201 Cable 교체간 Error 발생하여 M16->M14 방향 4AFC3201 A_IN80~90 Disable 했습니다.
2026-02-12-15-19,OPEN,4AFC3201,4AFC3201 M16->M14 방향 A_IN80~90 Open 하였습니다.
2026-02-15-08-08,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"4ABLD121호기 Error 발생으로 인하여 4F, 7F AI Close 진행하였습니다."
2026-02-15-08-45,ERROR,4ABLD121 -> OPEN,"4ABLD121호기 Error 조치 완료되어 4F, 7F AI Open 하겠습니다."
2026-02-17-06-47,OPEN,,"Bridge M14 HUB 정체 관련하여 M14 ZT 특정 PORT 반송 몰림으로 PORT Banned 설정으로 우회시키겠습니다 (최홍영,이천AMHS운영/TL,2026-02-17 06:43:29) ┖ 전체 OPEN 하였습니다"
2026-02-17-13-47,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"4ABLD121호기 Error 발생으로 인하여 4F, 7F AI Close 진행하였습니다."
2026-02-17-14-05,ERROR,4ABLD121 -> OPEN,"4ABLD121호기 Error 조치되어 4F, 7F AI Open 했습니다. 감사합니다."
2026-02-18-15-59,ERROR,4ABLD122 Error발생으로 -> CLOSE,"4ABLD122호기 Error발생으로 4F, 7F AI Close하겠습니다."
2026-02-18-16-08,ERROR,4ABLD122 -> OPEN,"4ABLD122호기 Error조치 완료되어 4F, 7F AI OPEN했습니다"
2026-02-23-08-50,ERROR,Error 발생으로,Bridge OHT Error 발생으로 인해 약간의 정체 발생할 수 있습니다.
2026-02-23-08-55,ERROR,Error 발생으로,"Bridge OHT Error 발생으로 인해 약간의 정체 발생할 수 있습니다. (신우진,이천AMHS운영/TL,2026-02-23 08:50:17) ┖ Error 처리 완료하였습니다."
